date,price,freight_value,quantity_sold
2017-05-18,130.97223021582732,18.678273381294964,158
2017-05-19,106.6473780487805,18.20920731707317,208
2017-05-20,135.10782051282052,21.689999999999998,87
2017-05-21,106.67832298136645,17.938447204968945,182
2017-05-22,146.16170731707317,20.375,195
2017-05-23,126.8154411764706,19.609926470588235,155
2017-05-24,148.4775159235669,20.463439490445857,179
2017-05-25,131.91061946902656,20.212477876106192,127
2017-05-26,113.165,19.94782608695652,117
2017-05-27,149.89573033707865,20.42179775280899,105
2017-05-28,87.38320754716982,17.40207547169811,114
2017-05-29,103.33140350877191,17.256023391812867,193
2017-05-30,118.40078947368421,19.604122807017543,142
2017-05-31,143.51246268656715,20.233134328358208,152
2017-06-01,142.86925925925925,18.09614814814815,148
2017-06-02,140.8905303030303,18.304621212121212,142
2017-06-03,104.3285,17.9999,118
2017-06-04,131.6705769230769,19.30875,109
2017-06-05,145.94270440251572,17.39075471698113,182
2017-06-06,92.87568493150685,17.563767123287672,171
2017-06-07,96.14361538461539,20.02723076923077,139
2017-06-08,124.185,23.879932432432433,166
2017-06-09,126.35992063492064,20.01690476190476,164
2017-06-10,100.5260759493671,19.309367088607594,86
2017-06-11,113.82790322580645,18.324354838709677,141
2017-06-12,98.48262068965516,16.800827586206896,192
2017-06-13,101.49558823529412,18.24875,158
2017-06-14,140.06862068965518,19.82206896551724,166
2017-06-15,104.1368103448276,17.764568965517242,133
2017-06-16,124.72882352941177,17.896960784313727,113
2017-06-17,134.44658536585368,17.675975609756097,94
2017-06-18,160.26816326530613,18.8784693877551,112
2017-06-19,127.03662857142857,17.643428571428572,200
2017-06-20,101.50980952380954,28.52733333333333,136
2017-06-21,165.8310810810811,28.66027027027027,43
2017-06-22,90.95290322580647,18.289569892473118,106
2017-06-23,112.30168141592921,20.83557522123894,127
2017-06-24,103.12341772151899,20.693037974683545,85
2017-06-25,160.3782075471698,26.991509433962264,113
2017-06-26,166.38423076923075,21.197692307692307,92
2017-06-27,109.03013071895425,18.917320261437908,167
2017-06-28,116.7567741935484,18.817903225806454,135
2017-06-29,99.75024590163935,17.25827868852459,135
2017-06-30,131.3081443298969,20.758350515463917,102
2017-07-01,125.6521978021978,21.13285714285714,109
2017-07-02,97.57008695652173,18.341478260869565,129
2017-07-03,122.59161290322581,20.184758064516128,142
2017-07-04,116.17748091603053,18.37534351145038,142
2017-07-05,128.331375,20.6990625,190
2017-07-06,135.52324675324675,21.413051948051947,169
2017-07-07,100.44954198473282,18.999312977099237,153
2017-07-08,112.16329670329671,18.573736263736265,99
2017-07-09,84.06854166666666,19.220312500000002,105
2017-07-10,111.0700641025641,19.682115384615383,184
2017-07-11,106.31105555555557,19.255944444444445,215
2017-07-12,114.59506172839507,19.713271604938274,190
2017-07-13,96.14436241610738,22.48228187919463,169
2017-07-14,111.34826347305389,18.386946107784432,189
2017-07-15,98.02396396396396,19.727207207207204,136
2017-07-16,88.92774647887323,17.304718309859155,368
2017-07-17,110.62165803108807,19.60497409326425,238
2017-07-18,128.14311926605504,17.933073394495413,260
2017-07-19,95.68881656804734,18.52491124260355,200
2017-07-20,107.46554216867469,19.230722891566266,210
2017-07-21,97.89961240310078,17.74023255813953,163
2017-07-22,114.26809999999999,18.5239,116
2017-07-23,113.94336538461539,17.6225,107
2017-07-24,103.90697142857144,17.810914285714286,197
2017-07-25,102.37341463414636,18.158963414634147,186
2017-07-26,77.19335714285714,18.18157142857143,179
2017-07-27,114.10316176470589,21.491176470588236,158
2017-07-28,130.73328859060405,20.996644295302012,170
2017-07-29,121.99677419354839,18.54016129032258,144
2017-07-30,95.6671653543307,17.628897637795276,148
2017-07-31,104.7912962962963,19.14530864197531,195
2017-08-01,117.79640883977902,19.263535911602208,206
2017-08-02,107.21138554216867,17.32969879518072,193
2017-08-03,111.49768292682926,18.120975609756098,186
2017-08-04,113.37227848101266,20.25240506329114,191
2017-08-05,95.10758064516129,20.07556451612903,136
2017-08-06,109.34305084745762,20.366440677966104,136
2017-08-07,127.79032967032967,18.524725274725274,210
2017-08-08,117.36874213836478,18.024654088050315,174
2017-08-09,126.5935220125786,19.935283018867924,182
2017-08-10,113.51742857142857,19.031657142857142,202
2017-08-11,118.97094339622642,19.765974842767296,206
2017-08-12,121.41343137254903,20.091078431372548,117
2017-08-13,114.43271028037383,19.899906542056076,131
2017-08-14,103.49982658959539,19.29780346820809,199
2017-08-15,113.50119402985075,20.247910447761193,219
2017-08-16,102.30635000000001,19.46135,247
2017-08-17,106.70125748502994,19.74383233532934,183
2017-08-18,107.96329032258065,17.93858064516129,171
2017-08-19,105.26704918032787,17.823114754098363,142
2017-08-20,109.09983050847458,17.638898305084744,134
2017-08-21,103.77222222222221,17.812367149758455,262
2017-08-22,103.56331250000001,19.440312499999997,200
2017-08-23,100.46588607594937,17.21632911392405,408
2017-08-24,93.7215,18.437714285714286,160
2017-08-25,112.10968992248061,16.49201550387597,142
2017-08-26,103.13578947368421,19.582421052631577,102
2017-08-27,93.42905797101449,18.268840579710144,173
2017-08-28,127.65706586826347,19.874191616766467,194
2017-08-29,217.2318954248366,21.06019607843137,188
2017-08-30,150.8620207253886,20.44958549222798,217
2017-08-31,119.2111377245509,17.459820359281437,199
2017-09-01,157.21039325842696,21.231404494382023,210
2017-09-02,154.41172413793103,19.863793103448273,132
2017-09-03,197.2537142857143,22.383285714285712,170
2017-09-04,154.737375,21.429375,174
2017-09-05,116.1503370786517,19.007303370786516,224
2017-09-06,161.94716129032258,20.33909677419355,178
2017-09-07,162.4375,21.185192307692304,115
2017-09-08,89.02790697674419,19.90341085271318,161
2017-09-09,125.47112068965517,21.775258620689655,132
2017-09-10,115.06375838926175,19.44302013422819,174
2017-09-11,121.71146596858638,18.69560209424084,208
2017-09-12,110.13141666666667,21.058708333333335,329
2017-09-13,120.63486725663716,18.80570796460177,254
2017-09-14,113.78907692307692,19.839846153846153,248
2017-09-15,112.95333333333335,19.44106918238994,182
2017-09-16,142.59954887218046,20.999774436090224,142
2017-09-17,146.90750000000003,20.931029411764705,150
2017-09-18,127.25238317757008,18.252336448598133,271
2017-09-19,112.7394827586207,18.909137931034483,216
2017-09-20,118.5475543478261,21.075869565217392,219
2017-09-21,107.36464705882354,19.006588235294117,201
2017-09-22,102.58746666666667,18.133399999999998,180
2017-09-23,102.32326315789473,19.051263157894734,116
2017-09-24,105.04674796747967,19.92252032520325,140
2017-09-25,116.6838,19.083866666666665,177
2017-09-26,110.4796335078534,18.147015706806283,211
2017-09-27,118.66045977011495,19.74890804597701,230
2017-09-28,141.06208588957054,18.707668711656442,197
2017-09-29,222.21102362204724,20.95275590551181,173
2017-09-30,100.47068965517242,17.689827586206896,132
2017-10-01,128.98914285714287,21.3585,161
2017-10-02,131.40646341463415,20.651158536585367,230
2017-10-03,119.54028169014083,19.64985915492958,238
2017-10-04,123.36882352941177,20.859470588235293,185
2017-10-05,147.05041420118343,20.838047337278105,249
2017-10-06,111.79782894736843,18.96625,193
2017-10-07,131.06166666666667,20.017105263157895,136
2017-10-08,120.72270072992703,21.05897810218978,154
2017-10-09,131.73648401826483,20.691552511415523,312
2017-10-10,140.80565656565656,18.03742424242424,227
2017-10-11,108.29815028901736,17.994682080924854,201
2017-10-12,119.16935064935066,21.89909090909091,179
2017-10-13,135.61701219512193,21.130000000000003,183
2017-10-14,105.28775999999999,20.43544,137
2017-10-15,138.79149253731345,18.64917910447761,164
2017-10-16,137.79807339449542,20.148302752293578,260
2017-10-17,116.515,19.6634126984127,391
2017-10-18,122.23224215246637,19.031704035874437,314
2017-10-19,120.46026041666666,19.0478125,214
2017-10-20,143.59224806201553,22.58139534883721,141
2017-10-21,121.4649152542373,20.895677966101694,135
2017-10-22,108.44790960451977,18.895197740112994,218
2017-10-23,120.45672222222221,19.13511111111111,221
2017-10-24,115.36371727748691,19.067958115183245,238
2017-10-25,102.941775147929,18.922011834319527,199
2017-10-26,120.7602840909091,20.93028409090909,239
2017-10-27,131.08761290322582,17.798903225806452,200
2017-10-28,171.93273684210527,25.350421052631578,107
2017-10-29,107.2248427672956,18.865220125786166,203
2017-10-30,120.49726708074535,18.434223602484472,199
2017-10-31,123.07305699481864,15.58461139896373,246
2017-11-01,153.68023809523808,21.154444444444444,156
2017-11-02,149.46758865248228,19.50851063829787,167
2017-11-03,135.17189349112425,18.88816568047337,218
2017-11-04,147.54472868217056,23.573255813953487,174
2017-11-05,103.31493670886076,22.101012658227848,187
2017-11-06,137.6773631840796,22.0436815920398,228
2017-11-07,113.2856896551724,21.174597701149427,199
2017-11-08,95.84865979381443,19.917731958762886,234
2017-11-09,112.5349537037037,17.30361111111111,269
2017-11-10,102.67519125683062,17.60054644808743,210
2017-11-11,135.52755952380954,19.558273809523808,200
2017-11-12,122.57483695652174,18.476195652173914,202
2017-11-13,104.35385964912281,21.217587719298244,265
2017-11-14,125.20259433962265,19.86985849056604,253
2017-11-15,109.13719806763285,17.8124154589372,244
2017-11-16,111.14273092369478,18.31975903614458,302
2017-11-17,129.91533936651584,22.072805429864253,300
2017-11-18,136.83078313253012,23.06909638554217,202
2017-11-19,113.90091428571428,19.091085714285715,197
2017-11-20,171.56513833992096,22.39924901185771,304
2017-11-21,132.28681102362205,19.313937007874014,304
2017-11-22,103.68619047619049,20.905454545454546,309
2017-11-23,132.21573619631903,20.3859509202454,499
2017-11-24,111.46214126394051,18.78206691449814,1636
2017-11-25,105.32251318101933,18.901142355008787,705
2017-11-26,97.77884444444445,18.137888888888888,545
2017-11-27,100.71912579957358,18.443752665245203,598
2017-11-28,111.68417840375587,19.431948356807514,531
2017-11-29,108.89440111420612,19.698662952646238,413
2017-11-30,105.9651202749141,18.018453608247423,332
2017-12-01,127.75904918032788,19.295967213114753,362
2017-12-02,132.0563948497854,19.193047210300428,259
2017-12-03,112.16070038910506,18.979260700389105,294
2017-12-04,125.28133333333334,18.390555555555558,417
2017-12-05,104.80999999999999,18.374195583596215,414
2017-12-06,124.81951612903227,20.076838709677418,372
2017-12-07,108.85779527559056,18.84724409448819,293
2017-12-08,124.34693965517242,18.775689655172414,257
2017-12-09,116.73396449704143,21.261183431952663,185
2017-12-10,118.03851485148515,18.730940594059405,227
2017-12-11,113.8657731958763,18.209415807560138,325
2017-12-12,114.29334494773519,17.319303135888504,330
2017-12-13,112.29682170542635,18.34794573643411,401
2017-12-14,118.39075829383887,20.013507109004742,231
2017-12-15,132.9131,19.62115,215
2017-12-16,141.7280985915493,18.142112676056335,158
2017-12-17,128.55148648648648,18.581283783783785,177
2017-12-18,127.39588495575222,20.244867256637168,252
2017-12-19,101.78495000000001,17.475250000000003,247
2017-12-20,138.0442487046632,20.149533678756477,229
2017-12-21,119.01065359477124,18.842091503267977,170
2017-12-22,113.57560000000001,17.76536,157
2017-12-23,103.78258928571428,20.793839285714284,130
2017-12-24,94.91559322033899,17.858813559322034,61
2017-12-25,102.69416666666666,22.924374999999998,110
2017-12-26,112.76252808988764,17.97376404494382,193
2017-12-27,95.2824175824176,18.045604395604396,204
2017-12-28,95.11551948051948,17.52538961038961,167
2017-12-29,106.08546666666666,18.048466666666666,177
2017-12-30,120.76527777777777,19.87814814814815,121
2017-12-31,112.8384,19.49093333333333,79
2018-01-01,85.228875,17.842,89
2018-01-02,109.26337719298245,17.64885964912281,259
2018-01-03,127.30258196721311,19.713688524590165,281
2018-01-04,125.9669741697417,18.37479704797048,298
2018-01-05,111.64435344827587,18.556077586206897,282
2018-01-06,107.4755078125,19.27375,321
2018-01-07,130.50718894009216,20.410921658986176,243
2018-01-08,114.66984756097561,19.23094512195122,393
2018-01-09,111.85456928838953,19.02775280898876,293
2018-01-10,120.20887459807074,20.11260450160772,394
2018-01-11,131.7213289036545,20.598870431893687,410
2018-01-12,108.54223021582735,20.512841726618703,354
2018-01-13,117.60618025751074,19.136781115879828,264
2018-01-14,124.4161382113821,17.638455284552848,265
2018-01-15,114.09580060422961,19.384350453172207,379
2018-01-16,118.83980337078653,18.583230337078653,457
2018-01-17,119.60518644067797,20.209322033898307,314
2018-01-18,101.78264705882353,18.21125,318
2018-01-19,106.0398046875,19.6990234375,306
2018-01-20,107.53733009708738,21.875728155339804,244
2018-01-21,104.96734299516909,18.8312077294686,229
2018-01-22,106.0171757925072,17.690028818443803,404
2018-01-23,115.8050680272109,18.544795918367345,345
2018-01-24,117.67680608365019,19.00319391634981,295
2018-01-25,111.71480620155039,19.02031007751938,297
2018-01-26,129.2235,19.748923076923077,314
2018-01-27,125.25936046511629,17.558197674418604,225
2018-01-28,139.59851851851852,18.680679012345678,188
2018-01-29,105.96310954063604,19.203038869257952,351
2018-01-30,94.5246204620462,18.262244224422442,424
2018-01-31,115.09532142857142,17.679178571428572,313
2018-02-01,113.5583650190114,20.166920152091254,353
2018-02-02,107.54212,18.69264,319
2018-02-03,111.32765853658537,19.11370731707317,225
2018-02-04,108.3294470046083,19.053271889400925,241
2018-02-05,115.52846905537459,18.619022801302933,360
2018-02-06,113.69267796610171,19.048508474576273,344
2018-02-07,110.72204301075269,17.731326164874552,340
2018-02-08,108.29944,17.81072,285
2018-02-09,135.27022123893806,17.948805309734514,252
2018-02-10,106.62782383419689,19.446062176165803,223
2018-02-11,120.95774725274725,18.364505494505494,205
2018-02-12,93.39650602409638,17.193293172690762,305
2018-02-13,89.37848837209303,16.92027131782946,317
2018-02-14,108.54709198813057,18.16112759643917,418
2018-02-15,102.92993421052631,17.884276315789474,350
2018-02-16,109.74526748971194,19.53646090534979,298
2018-02-17,112.10218181818182,19.941136363636364,248
2018-02-18,104.50965367965368,19.031991341991343,273
2018-02-19,95.99912891986062,18.799198606271776,347
2018-02-20,117.06354838709676,19.001645161290323,344
2018-02-21,105.02856666666666,17.939,424
2018-02-22,85.96020172910663,16.566023054755043,629
2018-02-23,110.22525291828794,17.65968871595331,287
2018-02-24,115.91922705314009,19.344444444444445,230
2018-02-25,107.97422053231939,20.925931558935364,302
2018-02-26,132.23310975609755,19.16033536585366,385
2018-02-27,110.53049861495846,18.59534626038781,502
2018-02-28,127.18429799426934,18.9687106017192,410
2018-03-01,125.95113268608415,20.447540453074435,378
2018-03-02,104.5952,18.4182,348
2018-03-03,116.78274774774775,21.86806306306306,240
2018-03-04,127.25111111111111,18.977818930041153,260
2018-03-05,120.33526143790849,22.43673202614379,410
2018-03-06,126.54897350993377,22.01427152317881,361
2018-03-07,124.20670175438597,21.702070175438596,329
2018-03-08,103.85509433962264,20.898075471698114,333
2018-03-09,121.94062780269059,22.659955156950673,265
2018-03-10,123.83573529411765,21.732745098039214,269
2018-03-11,131.68889830508476,22.198305084745762,259
2018-03-12,118.43409448818898,20.32744094488189,290
2018-03-13,133.3343023255814,22.879651162790697,316
2018-03-14,97.25891774891775,20.275757575757574,287
2018-03-15,133.6101282051282,21.85695512820513,365
2018-03-16,114.43992831541219,20.621362007168457,353
2018-03-17,105.4824064171123,20.398021390374332,205
2018-03-18,134.13311403508771,21.36074561403509,246
2018-03-19,121.62238095238096,21.723697478991596,480
2018-03-20,102.26521865889214,20.539591836734694,416
2018-03-21,127.47094462540717,21.28371335504886,345
2018-03-22,104.83058620689656,19.826034482758622,343
2018-03-23,109.00677551020408,19.533714285714286,295
2018-03-24,126.12229946524063,20.581818181818182,222
2018-03-25,113.10852678571429,20.58941964285714,289
2018-03-26,111.49305732484076,19.421050955414014,389
2018-03-27,118.76275618374558,20.131448763250884,377
2018-03-28,116.25922413793103,19.187155172413792,258
2018-03-29,129.9833486238532,20.623119266055046,258
2018-03-30,119.51819672131148,22.52185792349727,210
2018-03-31,128.35173684210528,19.82821052631579,225
2018-04-01,126.34349557522124,20.59716814159292,274
2018-04-02,120.12713846153846,23.162215384615386,414
2018-04-03,131.30152727272727,20.665163636363637,311
2018-04-04,130.16386524822695,19.44858156028369,317
2018-04-05,122.47650684931507,20.76876712328767,344
2018-04-06,129.4061463414634,20.415756097560973,235
2018-04-07,138.96145251396646,19.055977653631285,206
2018-04-08,113.23341463414633,20.92351219512195,236
2018-04-09,170.4632055749129,22.37630662020906,344
2018-04-10,121.31022123893806,19.74924778761062,278
2018-04-11,129.45314189189187,20.636486486486486,351
2018-04-12,114.70533783783783,19.566114864864865,412
2018-04-13,125.98259574468085,22.040723404255317,319
2018-04-14,109.80526315789474,20.638070175438596,218
2018-04-15,116.04350000000001,22.976653846153848,329
2018-04-16,126.49756329113924,21.845506329113924,372
2018-04-17,111.10976973684211,18.357072368421054,419
2018-04-18,124.94081699346405,21.61330065359477,358
2018-04-19,122.49094555873924,18.572550143266476,499
2018-04-20,120.78240000000001,18.724844444444447,272
2018-04-21,112.81053892215569,20.78,182
2018-04-22,117.11637931034483,19.968922413793102,281
2018-04-23,113.91248466257669,20.264294478527606,382
2018-04-24,138.4232131147541,21.97232786885246,372
2018-04-25,128.54873417721518,19.751613924050634,363
2018-04-26,108.179446366782,17.85622837370242,343
2018-04-27,141.25839285714287,20.62014285714286,358
2018-04-28,119.74420212765958,17.736808510638298,224
2018-04-29,104.11326086956522,19.563804347826085,203
2018-04-30,125.72728571428571,18.79942857142857,347
2018-05-01,119.32481751824818,19.037773722627737,301
2018-05-02,110.1263746223565,18.187824773413897,397
2018-05-03,115.90869688385268,19.884787535410766,432
2018-05-04,127.42143790849673,18.684019607843137,369
2018-05-05,128.82018518518518,19.466388888888886,245
2018-05-06,118.30021276595744,18.614212765957447,275
2018-05-07,128.9144987775061,19.753863080684596,482
2018-05-08,126.05828877005348,18.299171122994654,446
2018-05-09,109.89124675324675,18.93535064935065,467
2018-05-10,151.49353658536586,22.093689024390244,419
2018-05-11,133.990390070922,18.98709219858156,339
2018-05-12,122.80397435897436,21.534316239316237,297
2018-05-13,127.36130612244898,19.88873469387755,357
2018-05-14,130.2799504950495,20.10091584158416,468
2018-05-15,97.56448687350834,19.9009307875895,544
2018-05-16,138.905325,20.989575,470
2018-05-17,122.04241106719367,17.595415019762846,290
2018-05-18,113.33930402930403,17.28772893772894,337
2018-05-19,150.01431137724552,18.489700598802397,219
2018-05-20,101.93393617021277,18.408882978723405,228
2018-05-21,104.89824786324786,17.937905982905985,290
2018-05-22,120.48269911504426,18.377654867256638,275
2018-05-23,116.67366666666666,18.408266666666666,173
2018-05-24,155.21906976744185,16.923875968992245,157
2018-05-25,124.1321875,17.566015625,172
2018-05-26,127.57905172413793,18.232068965517243,139
2018-05-27,111.81473214285714,19.378839285714285,125
2018-05-28,158.94327380952382,20.312619047619048,200
2018-05-29,147.81549132947978,22.30375722543353,216
2018-05-30,124.14901960784313,21.46653594771242,180
2018-05-31,168.14675862068964,20.634344827586208,160
2018-06-01,153.07545023696682,23.619668246445496,253
2018-06-02,160.61541401273885,23.27420382165605,174
2018-06-03,131.29420560747664,19.994579439252337,250
2018-06-04,110.623568627451,22.184941176470588,306
2018-06-05,127.71698744769874,22.345481171548116,313
2018-06-06,94.34801444043322,21.81436823104693,358
2018-06-07,147.49163346613545,22.53378486055777,286
2018-06-08,113.261,21.137695652173914,336
2018-06-09,154.34978835978836,24.654973544973544,222
2018-06-10,114.75266968325792,21.52470588235294,261
2018-06-11,146.951775147929,22.614142011834318,409
2018-06-12,141.28842105263158,22.326526315789476,356
2018-06-13,113.01618729096991,22.626254180602007,370
2018-06-14,115.9728813559322,21.964237288135596,269
2018-06-15,128.35980487804878,23.514048780487805,235
2018-06-16,139.5814367816092,24.83195402298851,186
2018-06-17,99.07086206896552,19.65137931034483,202
2018-06-18,122.19021739130434,21.90159420289855,333
2018-06-19,132.1822480620155,20.638062015503877,291
2018-06-20,114.03208835341366,22.10152610441767,298
2018-06-21,105.73057471264367,21.292298850574713,299
2018-06-22,120.42759803921568,19.202696078431373,242
2018-06-23,102.33558823529411,21.450588235294116,202
2018-06-24,111.99815668202764,22.986175115207374,240
2018-06-25,127.14575539568344,20.423705035971224,335
2018-06-26,106.3656993006993,22.90185314685315,357
2018-06-27,109.2999173553719,24.79495867768595,302
2018-06-28,109.575,23.09742857142857,348
2018-06-29,104.52360824742269,23.60685567010309,231
2018-06-30,111.7509489051095,23.303795620437956,153
2018-07-01,129.38386740331492,25.26602209944751,224
2018-07-02,106.38232558139535,29.02888372093023,255
2018-07-03,110.13721518987342,21.54957805907173,273
2018-07-04,123.33252631578947,20.56042105263158,331
2018-07-05,130.09328767123287,23.212785388127855,261
2018-07-06,145.26852713178295,23.942713178294575,138
2018-07-07,89.05818181818182,21.46787878787879,111
2018-07-08,99.74964539007092,21.578297872340425,189
2018-07-09,124.10865384615386,22.647756410256413,167
2018-07-10,122.48371621621622,23.276621621621622,176
2018-07-11,125.66737588652481,25.245531914893615,164
2018-07-12,158.95918699186993,26.143089430894307,130
2018-07-13,145.49594736842104,25.71142105263158,225
2018-07-14,139.88909090909092,26.301883116883115,172
2018-07-15,181.09570552147238,26.736196319018404,182
2018-07-16,116.69295719844358,24.369182879377433,289
2018-07-17,123.56539748953975,21.939163179916317,267
2018-07-18,121.24896142433235,22.929228486646885,397
2018-07-19,135.78371024734983,21.66286219081272,338
2018-07-20,111.92347368421052,21.078701754385968,333
2018-07-21,101.68624390243903,20.868341463414634,230
2018-07-22,109.29713080168777,21.250295358649787,274
2018-07-23,116.60635014836794,23.439347181008902,397
2018-07-24,134.35353535353536,21.693569023569022,334
2018-07-25,125.96633228840126,23.233228840125392,443
2018-07-26,122.77042402826855,22.75593639575972,355
2018-07-27,131.94769953051645,23.063286384976525,250
